Onliner ID;Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;Описание предложения;Изготовитель;Импортер;Сервисный центр;Гарантия;Срок доставки по Минску;Срок доставки по РБ;Только для юр. лиц;Наличие на складе;В наличии на складе;Срок рассрочки по Халве;Onliner Prime;Цена по промокоду;Повышенная рассрочка Minipay;Кредит на «Родныя тавары»
;Триммеры;WORTEX;Триммер аккум. WORTEX TB 3036 ALL1 XLT SOLO БЕСЩЁТ.ДВИГ., 18В+18В, шир.скаш.300 мм леска, 255 мм нож;0333290;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Триммеры;WORTEX;Триммер Wortex TE 3610-1 S в кор. 1300 Вт, шир.скаш.37 см;0318225;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез кровельный 5.5х19 мм цинк, шайба с прокл., PT3, RAL 7024 (100 шт в пласт. конт.) STARFIX;SMP2-32496-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез кровельный 4.8х35 мм цинк, шайба с прокл., PT1, RAL 8019 (70 шт в пласт. конт.) STARFIX;SMP2-44456-70;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез кровельный 5.5х19 мм цинк, шайба с прокл., PT3, RAL 3003 (100 шт в пласт. конт.) STARFIX;SMP2-86294-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез кровельный 5.5х25 мм цинк, шайба с прокл., PT3, RAL 1015 (50 шт в пласт. конт.) STARFIX;SMP2-90851-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез для фасадных систем 4.8х16 мм цинк, DIN 7504-K (150 шт в пласт. конт.) STARFIX;SMP2-72601-150;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез для фасадных систем 6.3х25 мм цинк, DIN 7504-K (100 шт в пласт. конт.) STARFIX;SMP2-87610-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез для фасадных систем 4.8х16 мм цинк, DIN 7504-K (500 шт в карт. уп.) STARFIX;SMC2-72601-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М8х25 мм для мебельной фурнитуры, цинк DIN 967 (100 шт в карт. уп.) STARFIX;SMC2-70886-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х20 мм для мебельной фурнитуры, цинк DIN 967 (250 шт в карт. уп.) STARFIX;SMC2-67881-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Терки, измельчители, овощерезки;PERFECTO LINEA;Терка 4-сторонняя, серия Handy (Хенди), PERFECTO LINEA;21-682300;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Терки, измельчители, овощерезки;PERFECTO LINEA;Терка 4-сторонняя, серия Handy Plus (Хенди Плюс), PERFECTO LINEA;21-682336;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож для чистки овощей 16 см, серия Handy (Хенди), PERFECTO LINEA;21-271900;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож для чистки овощей керамический, серия Handy (Хенди), PERFECTO LINEA;21-335030;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож кухонный большой 20см, серия Handy (Хенди), PERFECTO LINEA;21-372950;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Другие кухонные аксессуары;СОКОЛ;Пьезозажигалка бытовая газовая с классическим пламенем красная СК-306 СОКОЛ;61-0968;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Другие кухонные аксессуары;СОКОЛ;Пьезозажигалка бытовая газовая с классическим пламенем белая СК-302L СОКОЛ;61-0962;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;WORTEX;Зарядное устройство WORTEX FC 1515-1 ALL1 XLT 1 слот, 2 А;0329180;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;WORTEX;Зарядное устройство WORTEX FC 2110-1 ALL1 XLT 1 слот, 4 А;0329181;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;WORTEX;Зарядное устройство WORTEX FC 2115-2 ALL1 XLT 2 слота, 2 А + 2 А;0329182;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;WORTEX;Зарядное устройство WORTEX FC 2120-2 ALL1 XLT 2 слота, 4 А + 4 А;0329183;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Дюбели, анкеры;STARFIX;Анкер с гайкой М10х12х99 мм (30 шт в карт. уп.) STARFIX;SM-64631-30;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Дюбели, анкеры;STARFIX;Анкер с гайкой М10х12х150 мм (30 шт в карт. уп.) STARFIX;SM-64682-30;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Дюбели, анкеры;STARFIX;Анкер с гайкой М12х16х111 мм (20 шт в карт. уп.) STARFIX;SM-68643-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электрические краскораспылители;WORTEX;Аккум. краскораспылитель WORTEX CPS 1810 в кор. ALL1 XLT SOLO 18В, 700 мл/мин, 1 л бак;0333262;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электрические краскораспылители;WORTEX;Аккум. краскораспылитель WORTEX CPS 1810 в кор. ALL1 XLT SET 18В, 1 акк., 4 Ач, 700 мл/мин, 1 л б;0333270;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электрические краскораспылители;WORTEX;Аккум. краскораспылитель WORTEX CPS 1808 в кор. ALL1 XLT SOLO БЕСЩЁТ.ДВИГ., 18В, 1000 мл/мин, 0.8 л;0333263;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Воздуходувки;WORTEX;Аккум. воздуходувка WORTEX BB 2536 D ALL1 XLT SOLO БЕСЩЁТ.ДВИГ., 18В+18В, макс.объём.780 м куб/ч, ма;0333234;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Опрыскиватели;WORTEX;Аккум. опрыскиватель WORTEX KS 1680-1 Li в кор. ALL1 XLT SOLO 18В, 16 л;0325259;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Воздуходувки;WORTEX;Аккум. воздуходувка WORTEX BB 2536 D ALL1 XLT SET БЕСЩЁТ.ДВИГ., 18В+18В, 2акб, 4 Ач, макс.объём.7;1333405;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Воздуходувки;WORTEX;Аккум. воздуходувка WORTEX BB 2536-1 D в кор. ALL1 XLT SET БЕСЩЁТ.ДВИГ., 18В+18В, 2акб, 4 Ач, мак;1333418;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Воздуходувки;WORTEX;Аккум. воздуходувка WORTEX BB 2536-1 D в кор. ALL1 XLT SOLO;1333417;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электрические краскораспылители;WORTEX;Аккум. краскораспылитель WORTEX CPS 1808 в кор. ALL1 XLT SET БЕСЩЁТ.ДВИГ., 18 В, 1 акк., 4 Ач, 10;1333406;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кабели, адаптеры, разветвители;ЮПИТЕР;Переходник гнездо F - гнездо F (100 шт.) Юпитер;JP7310;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож кухонный керамический 10.5см, серия Handy (Хенди), PERFECTO LINEA;21-005400;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные инструменты;PERFECTO LINEA;Шумовка, CHEF, черная, PERFECTO LINEA;21-323600;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож кухонный для овощей 12см, серия Handy (Хенди), PERFECTO LINEA;21-405031;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные ножи, ножницы, овощечистки, точилки;PERFECTO LINEA;Нож кухонный керамический 10.5см + чехол в подарок, серия Handy (Хенди), PERFECTO LINEA;21-493524;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кухонные инструменты;PERFECTO LINEA;Открывалка для банок, серия Handy (Хенди), PERFECTO LINEA;21-574254;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Заклепки;STARFIX;Заклепка вытяжная 4.8х10 мм нерж.сталь (А2), DIN 7337 (25 шт в зип-локе) STARFIX;SMZ1-57109-25;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Заклепки;STARFIX;Заклепка вытяжная 4.0х6 мм нерж.сталь (А2), DIN 7337 (50 шт в зип-локе) STARFIX;SMZ1-49105-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Строительный, слесарный, монтажный инструмент;WORTEX;Уклономер электронный WORTEX DP 9000 4х90, крепление на магнитах;323008;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Строительный, слесарный, монтажный инструмент;WORTEX;Уровень электронный WORTEX DL 4000 4х90, погр.: 0,1 мм, 400 мм;323007;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Циркулярные, торцовочные и сабельные пилы;WORTEX;Сабельная пила WORTEX SR 1508-1 E в кор. + 2 пильных полотна 800 Вт, дер. 150 мм, ход 20 мм, рег.об.;0325118;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Опрыскиватели;WORTEX;Аккум. опрыскиватель WORTEX KS 1280 в кор. 12В, 1 акк., 8 Ач, 12 л;1334462;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Опрыскиватели;WORTEX;Аккум. опрыскиватель WORTEX KS 1670 в кор. 12В, 1 акк., 8 Ач, 16 л;1334463;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Опрыскиватели;WORTEX;Аккум. опрыскиватель WORTEX KS 1020 Li в кор. ALL1 XLT SOLO 18В, 5 л;1334461;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для цепных пил;WORTEX;"Пильная цепь 30 см (12"") 3/8"" LP 1.1 мм WORTEX для CEC 3018 ALL1 XLT";0333297;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;"Аккум. пила цепная WORTEX CEC 3536 шина 35 см (14""), 3/8"" LP, 1.1 мм ALL1 XLT SOLO БЕСЩЁТ.ДВИГ., 18В";CEC353600029;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;"Пила цепная электрическая WORTEX EC 4020-1 шина 40 см (16""), 3/8"" LP, 1.3 мм";EC4020100029;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;"Пила цепная электрическая WORTEX EC 4024-1 шина 40 см (16""), 3/8"" LP, 1.3 мм";EC4024100029;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;Аккум. мини-пила WORTEX CEC 2518 ALL1 XLT в кор. ALL1 XLT SOLO БЕСЩЕТ., 18 В, 15 см;0323166;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;Аккум. мини-пила WORTEX CEC 2518 ALL1 XLT в чем. ALL1 XLT SET БЕСЩЕТ., 18 В, 15 см, 1х4 А*ч;0323167;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для цепных пил;WORTEX;Шина для WORTEX CEC 2518 в кор.;0329175;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для цепных пил;WORTEX;Пильная цепь для WORTEX CEC 2518 в кор.;0329176;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шуруповерты, гайковерты, электроотвертки;WORTEX;Аккум. ударная дрель-шуруповерт WORTEX BD 2030-1 DLi в кор. ALL1 XLT SOLO БЕСЩЕТ., 18 В, 55 Н*м;1333423;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шуруповерты, гайковерты, электроотвертки;WORTEX;Аккум. ударная дрель-шуруповерт WORTEX BD 2030-1 DLi в чем. ALL1 XLT SET БЕСЩЕТ., 18 В, 55 Н*м;1333424;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Перфораторы;BULL;Перфоратор BULL BH 3201 в чем. 1500 Вт, 1-7 Дж, 32 мм, 4 реж. + 2 зуб., 3 сверла, SDS-plus, рег. об.;1333381;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Отбойные молотки;BULL;Отбойный молоток BULL SH 1101 1200 Вт, 12 Дж, SDS-max, 4000 уд/мин;0329190;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Фаркопы и электрика к ним, буксировочные тросы;STARFIX;Трос М2 нерж.сталь(А2), DIN 3055 (бухта 250м);SMP-21088-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Фаркопы и электрика к ним, буксировочные тросы;STARFIX;Трос М4 нерж.сталь(А2), DIN 3055 (бухта 250м);SMP-21090-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Фаркопы и электрика к ним, буксировочные тросы;STARFIX;Трос М5 нерж.сталь(А2), DIN 3055 (бухта 250м);SMP-21091-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Светильники, люстры, бра, споты;REXANT;Светильник светодиодный встраиваемый 4-8 Вт 2700-6500 К 90-265 В REXANT;623-001;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Метеостанции, гигрометры и термогигрометры;REXANT;Термогигрометр комнатный с часами и функцией будильника REXANT;70-0511;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Розетки, выключатели;REXANT;Звонок дверной беспроводной 220 В кнопка IP44 RX-6 REXANT;73-0060;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Настольные лампы, торшеры, ночники;HALSA;Ночник сенсорный 1 Вт HSL-L-101W HALSA;HSL-L-101W;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Другие кухонные аксессуары;СОКОЛ;Пьезозажигалка бытовая газовая с классическим пламенем, многоразовая (1 шт.) красная СК-302L СОКОЛ;61-0961;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Елочные игрушки и новогодние украшения;NEON-NIGHT;"Деревянная фигурка с подсветкой ""Олененок в лесу"" 9*8*10 см";504-041;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Метеостанции, гигрометры и термогигрометры;REXANT;Метеостанция комнатная RX-108 REXANT;70-0520;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Настольные лампы, торшеры, ночники;REXANT;Светильник настольный Click 4 Вт 4000 К димм. 3 ступени, на основании, LED REXANT;609-002;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для бани;БАННЫЕ ШТУЧКИ;"Ароматизатор ""Вкусный пар"", 350мл, ""Можжевельник"", ""Банные штучки""";32227;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для бани;БАННЫЕ ШТУЧКИ;"Ароматизатор ""Вкусный пар"", 350мл, ""Мята"", ""Банные штучки""";32228;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для бани;БАННЫЕ ШТУЧКИ;"Ароматизатор ""Вкусный пар"", 350мл, ""Пихта"", ""Банные штучки""";32229;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для бани;БАННЫЕ ШТУЧКИ;"Ароматизатор ""Вкусный пар"", 350мл, ""Эвкалипт"", ""Банные штучки""";32230;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;"Аккум. пила цепная WORTEX CEC 3536-1 шина 35 см (14""), 3/8"" LP, 1.3 мм  с акб и зу ALL1 XLT SET";1333454;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;Аккум. мини-пила WORTEX LX CEC 2518-1 в кор. ALL1 XLT SOLO 18В, 12.5 см;1329492;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Цепные электро- и бензопилы;WORTEX;Аккум. мини-пила WORTEX LX CEC 2518-1 в чем. ALL1 XLT SET 18В, 12.5 см;1329493;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для цепных пил;WORTEX;Шина для WORTEX LX CEC 2518-1;1329526;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для цепных пил;WORTEX;Пильная цепь для WORTEX LX CEC 2518-1 в кор.;1329527;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 6005 (1000 шт в карт. уп.) STARFIX;SMC3-18343-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 7024 (1000 шт в карт. уп.) STARFIX;SMC3-18703-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 5005 (1000 шт в карт. уп.) STARFIX;SMC3-98321-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 9005 (1000 шт в карт. уп.) STARFIX;SMC3-50908-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 9003 (1000 шт в карт. уп.) STARFIX;SMC3-55677-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 8017 (1000 шт в карт. уп.) STARFIX;SMC3-28895-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наборы инструментов;ТРЕК;Набор головок и бит 94пр. ТРЕК;TR19094;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наборы инструментов;ТРЕК;Набор головок и бит 108пр. ТРЕК;TR19108;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наборы инструментов;ТРЕК;Набор головок и ключей 82пр. ТРЕК;TR19082;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Биты, головки, насадки, держатели;TREK;Набор головок и бит 94пр. TREK;TR13094;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наборы инструментов;TREK;Набор головок и ключей 82пр. TREK;TR13082;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Биты, головки, насадки, держатели;TREK;Набор головок и бит 108пр. TREK;TR13108;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, геометрия, серая, PERFECTO LINEA;36-118014;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, цветы, PERFECTO LINEA;36-118015;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, флора, PERFECTO LINEA;36-118016;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный, 63х33 см, зеленый, PERFECTO LINEA;22-643601;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный, 63х33 см, синий, PERFECTO LINEA;22-643603;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный, 63х33 см, прозрачный, PERFECTO LINEA;22-643600;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный, 63х33 см, розовый, PERFECTO LINEA;22-643606;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал с морскими звездами, 68х37 см, розовый, PERFECTO LINEA;22-167372;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал с морскими звездами, 68х37 см, голубой, PERFECTO LINEA;22-167373;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал с морскими звездами, 68х37 см, прозрачный, PERFECTO LINEA;22-167370;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный с пузырьками, 66х37 см, зеленый, PERFECTO LINEA;22-267371;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный с пузырьками, 66х37 см, синий, PERFECTO LINEA;22-267377;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный с пузырьками, 66х37 см, розовый, PERFECTO LINEA;22-267376;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, прямоугольный с пузырьками, 66х37 см, фиолетовый, PERFECTO LINEA;22-267375;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал 66х37 см, прозрачный, PERFECTO LINEA;22-683700;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал 66х37 см, зеленый, PERFECTO LINEA;22-683701;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал 66х37 см, розовый, PERFECTO LINEA;22-683702;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал 66х37 см, голубой, PERFECTO LINEA;22-683703;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Коврик для ванной, овал 66х37 см, фиолетовый, PERFECTO LINEA;22-683705;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;BULL;Аккумулятор BULL AK 6001 18.0 В, 6.0 А/ч, Li-Ion XLTpro;0329178;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;BULL;Зарядное устройство BULL LD 4002 1 слот, 4 А XLTpro;0329179;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Перфораторы;BULL;Перфоратор BULL BH 3601 в чем.+АКЦИЯ (Наушники защитные 3M OPTIME II);01006325A4;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Гайки и шайбы;STARFIX;Гайка М14 шестигр., нерж.сталь (А2), DIN 934 (5 шт в зип-локе) STARFIX;SMZ1-85224-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Гайки и шайбы;STARFIX;Гайка М5 шестигр., нерж.сталь (А2), DIN 934 (50 шт в зип-локе) STARFIX;SMZ1-85215-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;ТВ-антенны;REXANT;ТВ антенна комнатная для цифрового телевидения DVB-T2 «Активная», RX-267 REXANT;34-0267;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Универсальные пульты ДУ;REXANT;Пульт универсальный для телевизора (RX-707E) REXANT;38-0011;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кронштейны;REXANT;"Кронштейн для телевизора 30""- 65"" наклонно-поворотный REXANT";38-0095;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Уличное освещение и прожекторы;REXANT;Светильник светодиодный универсальный 4 Вт х 2 LED Cassiopea черный REXANT;610-001;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Уличное освещение и прожекторы;REXANT;Светильник универсальный 30 Вт 2xGU10 Galatea REXANT;610-101;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Принадлежности для барбекю, грилей, мангалов;СОКОЛ;"Набор для приготовления стейка ""СОКОЛ"", 2 предмета в блистере";62-0031;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Массажные щетки и мочалки;БАННЫЕ ШТУЧКИ;"Щетка деревянная, двусторонняя с импульсным массажером, 42 см,""Банные штучки""";40049;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
